Symbol,Stock Price,Market Cap,Company Name,Analysts,PT Upside (%),Rev. Growth,Rev. Growth 5Y,Rev. Growth 3Y,Rev Gr. Next Y,Z-Score,ROA,ROA (5Y),ROIC,ROIC (5Y),Oper. Margin
CENX,20.885,2019301888,Century Aluminum Company,3,-0.02%,-4.60%,2.17%,2.66%,8.29%,1.66,16.50%,-5.74%,8.64%,0.35%,4.82%
LGIH,82.36,2014871815,"LGI Homes, Inc.",5,59.59%,0.68%,6.34%,-10.53%,23.22%,,5.50%,13.60%,4.84%,13.40%,10.05%
UTZ,13.735,1135716000,"Utz Brands, Inc.",10,44.99%,-1.42%,,8.05%,3.07%,1.04,-0.50%,,-2.28%,,4.35%
PAX,12.49,1856447814,Patria Investments Limited,1,12.54%,4.51%,,13.57%,33.19%,,,31.20%,,50.30%,36.15%
MBIN,42.235,1990276360,Merchants Bancorp,3,29.13%,25.90%,33.28%,12.40%,5.79%,,1.50%,1.64%,5.49%,9.53%,64.90%
TRUP,45.59,1915196505,"Trupanion, Inc.",7,-0.64%,17.52%,28.07%,24.34%,7.10%,3.81,-1.70%,-4.40%,-2.05%,-6.73%,-0.74%
DBRG,10.335,1825501270,"DigitalBridge Group, Inc.",9,61.06%,142.78%,-24.24%,-37.62%,-35.02%,,3.80%,-4.84%,12.73%,3.25%,136.48%
WULF,5.025,1836922080,TeraWulf Inc.,9,59.01%,131.22%,48.94%,160.02%,107.50%,,-13.20%,-35.98%,-7.89%,-12.89%,-22.95%
UFPT,249.82,1961643160,"UFP Technologies, Inc.",2,29.49%,18.48%,18.36%,33.27%,18.23%,5.76,11.60%,9.14%,10.69%,11.63%,15.66%
WMK,71.25,1930229248,"Weis Markets, Inc.",,,-0.65%,6.13%,4.73%,,5.66,4.70%,5.74%,5.23%,7.17%,2.49%
PSEC,4.3256,1882099440,Prospect Capital Corporation,1,4.03%,-9.91%,3.85%,6.37%,-4.75%,,-1.20%,4.70%,,7.98%,66.68%
SAND,6.555,1910220824,Sandstorm Gold Ltd.,3,42.33%,-0.12%,15.90%,14.75%,18.79%,2.80,1.90%,3.50%,2.85%,2.79%,41.36%
GLP,56.22,1912252500,Global Partners LP,1,-3.50%,5.31%,5.98%,15.27%,30.51%,,3.10%,4.34%,9.48%,10.81%,1.58%
DFIN,66.015,1924264776,"Donnelley Financial Solutions, Inc.",3,15.71%,1.74%,-1.94%,-6.16%,4.17%,5.30,11.40%,7.64%,18.12%,14.88%,17.09%
SPT,33.175,1902869272,"Sprout Social, Inc.",14,22.26%,26.70%,,31.66%,14.52%,4.19,-17.20%,-19.72%,-31.69%,-25.93%,-16.54%
HG,18.76,1942608675,"Hamilton Insurance Group, Ltd.",7,15.79%,69.71%,,,7.66%,,6.70%,,28.65%,,29.66%
HUT,20.23,1882005083,Hut 8 Corp.,8,74.29%,141.11%,,,65.24%,3.83,19.40%,,17.86%,,111.80%
GDYN,22.665,1874282250,"Grid Dynamics Holdings, Inc.",7,-19.89%,4.10%,30.63%,23.37%,18.16%,15.97,0.50%,-2.92%,-0.38%,0.98%,-1.35%
PL,6.315,1849328213,Planet Labs PBC,10,-9.11%,12.49%,,24.79%,12.28%,4.18,-17.70%,,-26.80%,-30.26%,-54.08%
CVI,18.77,1961359810,"CVR Energy, Inc.",5,22.24%,-19.12%,3.78%,7.97%,-1.48%,2.35,1.70%,6.44%,6.44%,14.66%,2.03%
CTRI,21.3,1905339726,"Centuri Holdings, Inc.",7,-11.30%,,,,4.42%,,,,,,
ASTH,38.38,1868524800,"Astrana Health, Inc.",6,73.01%,29.71%,28.66%,31.61%,34.25%,3.67,5.30%,5.12%,5.07%,6.68%,4.92%
TUYA,3.195,2499087675,Tuya Inc.,,,33.70%,,-0.40%,18.77%,17.00,-1.50%,,-6.84%,14.82%,-26.43%
CASH,78.985,1896671070,"Pathward Financial, Inc.",3,0.63%,9.19%,10.32%,9.24%,5.72%,,2.30%,2.02%,21.37%,17.45%,28.18%
UNFI,31.39,1852698572,"United Natural Foods, Inc.",7,-25.78%,3.32%,3.96%,4.71%,1.19%,4.50,-1.20%,0.10%,,13.03%,0.09%
PGNY,22.05,1886145595,"Progyny, Inc.",9,-5.68%,10.24%,42.51%,33.99%,1.11%,8.05,7.90%,9.84%,10.15%,15.28%,5.75%
WGS,68.34,1838660802,GeneDx Holdings Corp.,5,14.19%,29.41%,14.92%,6.97%,16.73%,1.07,-20.70%,,-17.99%,-47.29%,-21.58%
IART,24.32,1981558680,Integra LifeSciences Holdings Corporation,7,1.65%,1.45%,0.77%,0.85%,6.20%,1.27,-0.20%,3.30%,,4.59%,1.84%
NABL,10.04,1846414640,"N-able, Inc.",3,31.18%,11.93%,14.94%,10.79%,10.50%,3.31,3.10%,,4.48%,-1.33%,19.25%
AGIO,32.68,1862606336,"Agios Pharmaceuticals, Inc.",7,73.16%,36.79%,-21.81%,,171.19%,8.72,62.00%,-10.66%,26.49%,-40.16%,1466.82%
MQ,3.705,1871419129,"Marqeta, Inc.",16,51.28%,-35.62%,,2.88%,15.46%,3.66,0.90%,,-4.14%,1.86%,-8.85%
STC,67.02,1883689515,Stewart Information Services Corporation,3,16.08%,2.30%,4.97%,-8.41%,5.90%,,2.20%,7.00%,1.72%,8.69%,2.04%
BBUC,25.48,1855961081,Brookfield Business Corporation,,,-3.41%,,,,,-0.20%,,-5.03%,4.02%,-9.16%
CRI,51.57,1908614848,"Carter's, Inc.",6,31.32%,-5.25%,-4.11%,-5.93%,-0.42%,3.19,9.80%,8.54%,12.45%,12.43%,10.82%
GDRX,4.825,1863783813,"GoodRx Holdings, Inc.",15,81.35%,7.14%,,4.85%,4.03%,1.37,-1.10%,-4.74%,,-9.25%,3.72%
OMCL,40.03,1889262272,"Omnicell, Inc.",6,30.89%,-10.26%,4.34%,-0.19%,5.79%,1.72,-0.80%,2.08%,-1.93%,2.74%,-3.33%
PRDO,28.19,1865688568,Perdoceo Education Corporation,1,13.44%,-11.58%,1.21%,-2.50%,2.27%,8.69,12.50%,13.98%,11.79%,14.87%,23.44%
SBLK,15.71,1857234750,Star Bulk Carriers Corp.,3,59.44%,24.41%,22.51%,10.75%,6.56%,1.17,8.40%,8.10%,9.53%,10.30%,31.15%
IDYA,21.4,1861740972,"IDEAYA Biosciences, Inc.",13,150.44%,-83.30%,,-52.04%,273.42%,18.62,-18.60%,-20.68%,-18.74%,-22.84%,-5730.60%
OPRA,20.895,1881088074,Opera Limited,5,18.55%,17.82%,17.65%,26.16%,15.51%,13.01,15.80%,7.44%,8.47%,1.71%,18.99%
HE,10.7,1712587380,"Hawaiian Electric Industries, Inc.",4,-1.87%,-1.49%,4.86%,10.53%,-5.05%,,-7.60%,1.46%,-30.70%,5.48%,-45.49%
LZB,44.485,1825371405,La-Z-Boy Incorporated,1,,-2.66%,3.04%,-0.32%,3.97%,3.23,6.50%,6.88%,7.71%,9.45%,7.43%
FIHL,16.495,1953366583,Fidelis Insurance Holdings Limited,8,26.58%,-33.75%,,43.24%,13.72%,,4.10%,,16.73%,,19.41%
LUCK,12.855,1725254582,Lucky Strike Entertainment Corporation,1,-6.65%,8.60%,52.80%,21.59%,6.82%,0.72,,,,3.34%,8.17%
SSRM,9.3,1837519600,SSR Mining Inc.,3,-26.58%,-15.99%,15.56%,-8.57%,20.44%,0.98,-9.30%,3.92%,-19.02%,4.41%,-59.57%
EDN,38.82,1832632163,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,,,9.38%,,572.80%,70.94%,2.56,3.20%,-9.80%,-5.87%,-18.66%,-13.08%
RUN,8.135,1826052158,Sunrun Inc.,21,132.41%,-13.46%,18.95%,10.84%,12.75%,0.16,-1.80%,-1.82%,-3.57%,-6.87%,-31.26%
SIMO,54.1214,1810640607,Silicon Motion Technology Corporation,8,48.87%,-32.43%,,41.87%,12.67%,6.07,5.40%,13.42%,4.70%,16.15%,6.24%
GOGL,9.125,1848258720,Golden Ocean Group Limited,2,34.25%,14.81%,9.69%,0.72%,0.90%,,7.00%,5.84%,10.67%,7.15%,35.22%
NTB,41.17,1941130265,The Bank of N.T. Butterfield & Son Limited,7,-0.32%,-1.56%,1.53%,4.74%,3.03%,,1.50%,1.36%,16.66%,16.80%,37.08%
BCRX,8.775,1835198380,"BioCryst Pharmaceuticals, Inc.",6,76.24%,29.92%,103.44%,53.52%,21.23%,-2.48,-25.40%,-61.90%,-10.90%,-48.84%,-9.87%
FL,19.11,1836100215,"Foot Locker, Inc.",18,32.27%,0.04%,0.17%,-2.67%,2.21%,1.86,-6.20%,4.66%,,5.89%,0.66%
BAK,4.2199,1831907853,Braskem S.A.,3,131.87%,-26.89%,46.94%,28.72%,9.88%,1.10,-5.10%,-0.50%,-2.74%,8.35%,-2.09%
NIC,118.04,1780301310,"Nicolet Bankshares, Inc.",4,0.85%,28.93%,16.27%,19.92%,3.93%,,1.40%,1.20%,9.17%,7.28%,43.57%
ROOT,119.97,1733781885,"Root, Inc.",9,-51.53%,215.11%,,51.05%,6.48%,,-1.10%,-31.08%,,-7.70%,3.00%
HPK,14.29,1889245000,"HighPeak Energy, Inc.",1,4.31%,6.34%,,104.39%,-5.95%,1.79,5.90%,5.24%,10.40%,2.55%,32.62%
DHT,11.295,1839074960,"DHT Holdings, Inc.",4,28.32%,2.00%,1.34%,24.56%,14.43%,3.24,12.30%,8.36%,14.50%,10.56%,36.84%
MSDL,20.45,1820673110,Morgan Stanley Direct Lending Fund,7,6.64%,,,,15.10%,,,,,,
MSGE,37.67,1816555348,Madison Square Garden Entertainment Corp.,5,21.98%,7.44%,,127.28%,5.22%,1.53,8.10%,,21.16%,,13.37%
SEI,26.825,1876139780,"Solaris Energy Infrastructure, Inc.",2,55.96%,-10.68%,3.47%,26.47%,57.90%,3.11,2.20%,2.66%,4.81%,5.78%,12.96%
VSTS,13.66,1809853350,Vestis Corporation,5,2.70%,-2.49%,,,0.66%,1.80,0.30%,,3.54%,,5.08%
IRON,53.38,1854108928,"Disc Medicine, Inc.",10,39.72%,,,,,,-24.00%,,-26.59%,3093.39%,
FBNC,43.45,1846329254,First Bancorp,2,29.30%,-6.10%,5.88%,6.35%,5.80%,,0.80%,1.22%,6.52%,7.95%,35.55%
OI,11.555,1800091080,"O-I Glass, Inc.",8,33.22%,-7.20%,-0.17%,1.97%,1.47%,,-4.50%,1.18%,-0.80%,2.59%,-0.81%
ARCO,8.445,1763249695,Arcos Dorados Holdings Inc.,1,41.93%,7.82%,8.76%,21.87%,3.11%,2.42,4.90%,2.10%,8.63%,4.87%,6.74%
VYX,12.175,1834817760,NCR Voyix Corporation,7,34.46%,-38.79%,-43.74%,-61.51%,-23.75%,1.17,12.90%,0.20%,-21.16%,6.12%,-116.36%
ROCK,58.56,1831692207,"Gibraltar Industries, Inc.",,,-2.00%,9.08%,1.68%,6.11%,4.97,8.20%,6.94%,10.41%,9.78%,10.73%
XMTR,35.84,1713888396,"Xometry, Inc.",10,-4.67%,21.19%,,40.53%,19.11%,3.10,-7.40%,,-9.34%,9.44%,-10.89%
PLUS,67.4,1838128584,ePlus inc.,1,33.53%,-1.75%,6.55%,7.26%,6.01%,3.90,6.20%,7.84%,10.43%,14.22%,6.50%
SVV,11.1,1760598861,"Savers Value Village, Inc.",5,9.66%,2.30%,,10.38%,7.28%,1.59,4.00%,,8.25%,,8.83%
CUBI,56.545,1820767344,"Customers Bancorp, Inc.",10,16.29%,8.51%,16.00%,-0.39%,8.97%,,0.90%,1.02%,6.77%,7.12%,40.49%
DRH,8.48,1789443040,DiamondRock Hospitality Company,5,21.09%,4.50%,3.82%,36.70%,2.73%,,1.90%,-1.56%,4.60%,-0.16%,11.92%
PRG,42.555,1784289030,"PROG Holdings, Inc.",6,24.91%,-1.04%,-9.29%,-2.85%,6.66%,,10.80%,6.18%,15.34%,13.79%,7.45%
NPWR,8.18,609512040,NET Power Inc.,2,16.08%,38.12%,,,6300.00%,4.18,-0.20%,,-22.23%,,-68532.00%
LOT,2.59,1686306684,Lotus Technology Inc.,,,578.47%,,,65.29%,-1.85,-42.50%,,-114.90%,,-87.56%
PBI,9.62,1592609265,Pitney Bowes Inc.,,,-0.93%,-1.51%,-6.96%,-23.55%,1.63,-9.70%,,-10.83%,-1.20%,-6.28%
ARHS,12.425,1759431831,"Arhaus, Inc.",12,4.11%,-2.46%,,20.68%,8.34%,2.75,6.70%,,8.88%,55.00%,7.84%
NTCT,24.33,1773058637,"NetScout Systems, Inc.",1,2.69%,-1.55%,-1.76%,-2.20%,2.04%,1.51,-18.70%,-0.36%,-25.91%,-0.46%,-51.69%
IAS,10.725,1732435500,Integral Ad Science Holding Corp.,11,37.48%,11.77%,,19.54%,11.91%,7.64,2.80%,,3.46%,-0.90%,9.81%
NEO,13.585,1726455437,"NeoGenomics, Inc.",10,50.41%,12.06%,11.22%,9.95%,10.74%,1.63,-4.70%,-2.42%,-6.09%,-4.14%,-14.33%
CSGS,63.08,1835749370,"CSG Systems International, Inc.",7,9.76%,1.39%,3.55%,4.51%,3.46%,3.39,4.80%,5.04%,9.70%,9.31%,9.66%
CHCO,118.37,1737494178,City Holding Company,3,-0.05%,0.71%,5.20%,8.68%,2.39%,,1.80%,1.70%,9.42%,10.02%,49.78%
PD,19.27,1693112778,"PagerDuty, Inc.",11,12.53%,8.71%,24.27%,20.36%,9.86%,1.21,-8.20%,-12.28%,-14.26%,-17.11%,-17.82%
SDGR,23.8,1782787093,"Schrödinger, Inc.",9,34.30%,-3.03%,20.16%,15.71%,31.43%,3.88,-24.50%,-10.50%,-38.31%,-5.78%,-112.86%
QBTS,5.951,1419474595,D-Wave Quantum Inc.,6,6.16%,14.27%,,,64.04%,-6.85,-134.60%,,-194.98%,,-780.27%
CDLR,19.3719,1713552435,Cadeler A/S,1,91.31%,-6.17%,,,103.71%,1.53,-1.60%,,-1.09%,,-12.83%
TFIN,73.985,1788442125,"Triumph Financial, Inc.",6,6.10%,-4.78%,7.71%,-1.58%,13.29%,,0.30%,1.30%,2.05%,6.51%,6.89%
SJW,51.91,1739490585,SJW Group,3,12.94%,7.69%,12.91%,8.22%,5.50%,0.75,2.00%,1.78%,4.74%,3.74%,22.62%
LKFN,67.65,1768592974,Lakeland Financial Corporation,1,9.19%,3.62%,4.30%,2.88%,5.13%,,1.50%,1.56%,13.57%,12.07%,48.90%
PRM,11.76,1747424242,"Perimeter Solutions, Inc.",2,23.51%,75.76%,,,-6.29%,0.58,-7.00%,,-4.39%,,-13.85%
KMT,22.22,1673438627,Kennametal Inc.,5,24.35%,-2.46%,-1.88%,0.88%,2.49%,2.87,3.90%,3.26%,6.21%,4.48%,8.12%
SEZL,306.4,1483901548,Sezzle Inc.,2,20.13%,49.13%,,28.73%,33.19%,6.28,25.70%,,49.27%,-26.26%,26.62%
AAT,22.215,1345316344,"American Assets Trust, Inc.",2,17.09%,5.11%,5.45%,8.73%,1.87%,,1.90%,1.34%,3.90%,3.85%,28.14%
APLD,7.685,1676234042,Applied Digital Corporation,9,57.89%,84.57%,259.31%,,48.29%,0.16,-27.90%,,-6.25%,,-36.45%
RDW,25.45,1469649915,Redwire Corporation,6,-41.01%,27.35%,,35.55%,46.02%,2.33,-29.40%,,-104.14%,,-14.60%
BLTE,55.2199,1762592271,"Belite Bio, Inc",4,74.45%,,,,,,-45.50%,,-34.68%,,
TWFG,30.43,446875023,"TWFG, Inc.",8,5.48%,,,,19.60%,,,,,,
MCRI,92.36,1577968671,"Monarch Casino & Resort, Inc.",5,-8.97%,4.46%,15.88%,14.61%,1.80%,8.32,12.80%,8.94%,16.26%,10.96%,22.10%
CNXN,64.71,1690414850,"PC Connection, Inc.",,,-3.36%,-0.17%,0.26%,6.99%,6.72,7.30%,7.40%,8.39%,10.51%,3.67%
GERN,2.805,1686557790,Geron Corporation,10,155.81%,9199.68%,113.54%,318.22%,291.99%,0.50,-45.50%,-46.12%,-54.79%,-61.52%,-705.46%
DBD,45.02,1653373920,"Diebold Nixdorf, Incorporated",2,28.41%,-7.97%,-5.26%,-6.67%,1.58%,0.62,-16.60%,-9.56%,-11.14%,-4.86%,-3.43%
AG,5.835,2715347800,First Majestic Silver Corp.,2,44.93%,-10.23%,8.98%,1.90%,45.50%,2.59,-4.00%,-2.92%,-0.88%,-3.07%,-2.68%
UCTT,37.45,1700117573,"Ultra Clean Holdings, Inc.",4,54.06%,6.61%,13.79%,2.16%,11.52%,2.78,0.20%,2.68%,0.64%,-5.98%,3.53%
FCF,16.63,1721150530,First Commonwealth Financial Corporation,7,16.56%,1.81%,6.19%,6.90%,9.10%,,1.30%,1.26%,7.28%,7.47%,41.73%
THS,32.84,1716224000,"TreeHouse Foods, Inc.",5,7.48%,-3.40%,-5.01%,8.44%,1.70%,1.29,-0.60%,-1.64%,,0.25%,1.93%
HMN,41.19,1729361940,Horace Mann Educators Corporation,3,8.59%,10.71%,2.79%,5.56%,6.01%,,0.70%,0.82%,7.22%,6.20%,10.21%
UPBD,29.215,1705045016,"Upbound Group, Inc.",6,34.37%,7.43%,9.84%,1.05%,4.77%,,3.10%,5.60%,6.81%,9.95%,6.30%
MAG,17.08,1675639540,MAG Silver Corp.,4,9.24%,,,,-12.79%,,13.50%,2.30%,-2.39%,-3.88%,
TALO,9.265,1688034180,Talos Energy Inc.,9,70.58%,32.38%,14.47%,22.23%,-3.91%,0.62,1.20%,-0.42%,4.96%,16.21%,9.64%
GTY,30.29,1655473566,Getty Realty Corp.,3,11.29%,9.33%,6.87%,4.58%,9.13%,,3.50%,4.70%,5.44%,6.27%,49.64%
SPHR,46.55,1655796300,Sphere Entertainment Co.,9,5.95%,99.89%,,13.79%,9.18%,0.26,-7.80%,0.62%,-10.21%,-2.71%,-34.23%
MTTR,5.22,1711343500,"Matterport, Inc.",4,-1.82%,3.82%,,15.39%,7.93%,3.81,-45.90%,,-68.60%,-20.03%,-168.69%
KEN,31.3204,1685160031,Kenon Holdings Ltd.,,,8.29%,15.02%,17.54%,,1.49,4.20%,10.36%,1.87%,-2.61%,7.64%
NWBI,13.045,1667804640,"Northwest Bancshares, Inc.",2,-4.03%,-8.48%,2.34%,-4.36%,16.29%,,0.70%,0.92%,4.68%,5.82%,25.42%
PINC,18.21,1691013048,"Premier, Inc.",7,11.89%,-2.49%,-0.96%,-11.35%,1.20%,0.84,-0.10%,8.96%,,29.23%,-4.59%
STGW,6.215,1703502106,Stagwell Inc.,5,36.77%,4.92%,13.67%,32.25%,-0.39%,1.15,0.10%,,0.36%,1.52%,4.02%
PHR,28.5,1660024296,"Phreesia, Inc.",14,8.83%,19.91%,27.88%,27.16%,13.74%,5.88,-22.40%,-36.16%,-29.05%,-31.93%,-19.76%
SILV,11.97,1665695185,SilverCrest Metals Inc.,4,-18.00%,23.81%,,,6.37%,17.79,17.50%,-12.46%,17.70%,-9.70%,46.98%
MNR,15.97,1891462918,Mach Natural Resources LP,3,44.02%,24.56%,,,3.38%,,-1.60%,,,,34.73%
GB,6.845,1305157630,Global Blue Group Holding AG,1,-10.71%,21.84%,-6.23%,85.62%,11.47%,0.57,4.00%,-11.86%,9.28%,-16.40%,23.61%
TNC,87.27,1665901952,Tennant Company,2,56.98%,3.76%,2.39%,5.29%,3.55%,4.18,9.30%,5.96%,13.09%,10.23%,10.34%
FSM,5.385,1646554405,Fortuna Mining Corp.,2,1.66%,38.19%,32.84%,26.67%,-10.49%,2.56,1.60%,-0.06%,2.63%,1.20%,11.10%
GO,16.9,1641605160,Grocery Outlet Holding Corp.,11,7.01%,9.03%,11.36%,11.16%,8.53%,2.19,1.70%,2.56%,2.26%,3.73%,2.01%
WVE,10.75,1603747800,Wave Life Sciences Ltd.,10,101.12%,-37.29%,25.52%,3.30%,48.58%,-0.54,-52.90%,-56.76%,-90.07%,304.96%,-283.63%
NWN,40.84,1638192322,Northwest Natural Holding Company,2,6.70%,-6.51%,9.41%,11.24%,8.35%,0.87,1.80%,2.08%,4.20%,4.88%,20.23%
NBHC,42.99,1674494675,National Bank Holdings Corporation,5,19.95%,-0.58%,8.19%,8.30%,6.94%,,1.20%,1.28%,9.06%,8.40%,37.21%
WKC,28.15,1644754800,World Kinect Corporation,5,7.32%,-10.44%,3.47%,19.39%,5.70%,7.21,1.90%,1.78%,5.05%,6.11%,0.37%
GNL,7.085,1653638610,"Global Net Lease, Inc.",5,34.09%,102.00%,21.99%,29.78%,-3.53%,,-2.80%,-0.70%,,1.44%,18.86%
IOVA,5.345,1612291490,"Iovance Biotherapeutics, Inc.",9,331.43%,12751.20%,,,167.55%,0.35,-45.50%,-49.62%,-50.44%,-58.19%,-473.22%
REVG,31.295,1705302144,"REV Group, Inc.",4,7.91%,-9.77%,-0.20%,-0.01%,6.92%,4.75,19.40%,5.02%,10.89%,6.32%,3.34%
VRNT,26.06,1620647894,Verint Systems Inc.,7,36.80%,4.45%,-6.59%,2.09%,4.50%,1.68,2.70%,0.16%,6.85%,1.71%,10.89%
EXPI,10.555,1600001420,"eXp World Holdings, Inc.",2,28.08%,5.37%,39.06%,10.46%,7.69%,14.44,-7.70%,5.92%,-16.92%,8.56%,-0.80%
CLBK,15.455,1644151100,"Columbia Financial, Inc.",1,10.07%,-18.94%,0.59%,-9.87%,9.34%,,0.20%,0.74%,0.65%,3.40%,9.25%
PLYA,13.315,1614858175,Playa Hotels & Resorts N.V.,5,-8.90%,1.73%,8.35%,31.40%,-1.08%,,3.50%,-2.24%,9.30%,1.31%,18.37%
NGVT,44.51,1653884050,Ingevity Corporation,5,14.36%,-13.19%,3.13%,2.32%,2.43%,0.77,-23.30%,5.96%,-23.66%,9.64%,-28.32%
DXPE,103.055,1595386585,"DXP Enterprises, Inc.",1,-27.15%,3.60%,6.22%,18.17%,4.19%,3.66,5.40%,2.82%,11.77%,5.73%,7.83%
SRCE,65.95,1619424197,1st Source Corporation,2,6.92%,1.57%,3.78%,2.85%,2.88%,,1.50%,1.40%,9.47%,8.76%,45.40%
ARIS,27.745,886120275,"Aris Water Solutions, Inc.",6,-4.76%,13.51%,,26.65%,7.83%,1.32,1.90%,,9.68%,3.28%,24.96%
HIMX,9.205,1636939000,"Himax Technologies, Inc.",1,62.78%,-8.45%,5.46%,-13.18%,-11.56%,2.89,4.80%,10.94%,5.12%,13.05%,6.89%
DSP,25.57,381781896,Viant Technology Inc.,6,-18.70%,23.73%,19.46%,10.03%,12.68%,2.54,0.30%,,-1.85%,-8.33%,-0.59%
DESP,19.225,1606555594,"Despegar.com, Corp.",5,-10.53%,16.73%,,44.33%,10.19%,1.38,3.80%,-8.90%,-321.71%,-123.93%,15.28%
DVAX,12.215,1669478500,Dynavax Technologies Corporation,2,76.12%,-27.79%,54.15%,-0.39%,19.91%,2.74,2.00%,-7.98%,-1.00%,-5.51%,-4.21%
VRE,15.81,1481777330,"Veris Residential, Inc.",4,15.54%,5.93%,2.97%,-3.65%,4.53%,,-0.50%,-1.12%,-0.24%,-1.20%,-2.54%
PCT,9.03,1520438160,"PureCycle Technologies, Inc.",4,39.35%,,,,1823.98%,,-30.30%,,-22.89%,-25.18%,
DAC,82.725,1626897195,Danaos Corporation,1,26.75%,2.92%,17.30%,19.16%,-6.24%,2.86,14.30%,14.58%,13.38%,12.87%,54.12%
AMBP,2.675,1607681190,Ardagh Metal Packaging S.A.,6,22.81%,1.87%,,7.86%,2.44%,1.02,-0.50%,0.12%,,4.07%,3.08%
ROG,85.6,1599306723,Rogers Corporation,,,-9.17%,-1.90%,-2.65%,3.60%,6.09,3.30%,5.20%,3.90%,6.08%,8.09%
PRAX,82.815,1570048272,"Praxis Precision Medicines, Inc.",9,79.08%,-16.93%,,,-35.02%,25.18,-50.50%,-91.42%,-42.68%,-97.46%,-10219.00%
EH,25.1864,1302892671,EHang Holdings Limited,1,9.69%,355.50%,35.03%,50.27%,98.39%,7.21,-26.20%,-45.96%,-25.73%,-61.05%,-76.38%
TIGR,8.525,1205683497,UP Fintech Holding Limited,2,-22.74%,21.52%,43.49%,6.34%,19.56%,0.31,0.70%,0.20%,4.63%,1.77%,16.47%
LZ,9.195,1567495540,"LegalZoom.com, Inc.",10,-8.93%,4.65%,,6.93%,2.22%,0.90,6.10%,,25.62%,-49.67%,4.32%
AMPL,12.435,1571146366,"Amplitude, Inc.",7,-3.19%,8.29%,,25.52%,7.62%,5.43,-18.20%,,-32.15%,-0.03%,-31.93%
KN,18,1612541559,Knowles Corporation,1,5.71%,21.90%,-2.12%,-4.71%,-15.39%,2.03,-15.80%,-2.32%,-19.16%,-3.50%,-25.51%
LOB,34.83,1636308174,"Live Oak Bancshares, Inc.",4,28.44%,10.35%,19.10%,1.72%,18.70%,,0.70%,1.16%,8.62%,10.66%,25.75%
CLMT,18.365,1543670980,"Calumet, Inc.",5,28.82%,0.31%,3.64%,14.14%,1.56%,0.53,-9.00%,-5.70%,-1.89%,3.96%,-0.64%
INFN,6.63,1572365280,Infinera Corporation,9,2.04%,-11.48%,3.18%,1.88%,10.36%,0.05,-7.10%,-10.98%,-8.47%,-15.11%,-4.98%
CABO,278.345,1576398971,"Cable One, Inc.",5,99.05%,-5.18%,7.47%,2.04%,-2.60%,1.02,2.90%,5.06%,6.73%,7.99%,29.14%
DNN,1.78,1566544590,Denison Mines Corp.,2,67.60%,,,,133.88%,13.00,-3.90%,2.04%,-12.19%,-8.03%,2567.00%
CODI,20.565,1559950426,Compass Diversified,3,41.19%,9.13%,7.64%,5.39%,8.79%,1.36,3.60%,5.20%,3.51%,2.72%,6.65%
STEL,29.11,1551357150,"Stellar Bancorp, Inc.",3,2.13%,3.93%,23.31%,27.38%,4.61%,,1.10%,1.30%,6.52%,6.98%,33.51%
VITL,35.47,1563726616,"Vital Farms, Inc.",9,16.26%,29.14%,,34.37%,18.59%,13.46,16.10%,4.72%,17.31%,6.99%,10.35%
EVO,4.46,1560348807,Evotec SE,2,32.29%,,,,10.89%,,,,,1.28%,
HDL,23.7001,1634994169,Super Hi International Holding Ltd.,,,,,,14.25%,,,,,,
TROX,9.785,1525555500,Tronox Holdings plc,7,69.29%,9.63%,5.34%,-3.86%,3.70%,1.23,-1.20%,4.36%,-8.53%,12.04%,5.80%
SONO,12.975,1575468090,"Sonos, Inc.",2,11.88%,-8.74%,1.88%,-5.69%,8.89%,3.46,-7.30%,2.50%,-15.14%,6.42%,-5.47%
XPRO,13.15,1555046325,Expro Group Holdings N.V.,3,77.41%,15.49%,23.47%,22.69%,2.90%,1.84,0.80%,-10.92%,0.81%,-12.91%,3.30%
SHCO,7.95,1525318312,Soho House & Co Inc.,3,-11.50%,7.63%,15.69%,38.62%,7.40%,-0.08,-5.40%,-8.84%,-3.06%,-5.21%,-5.44%
NHC,99.82,1582867161,National HealthCare Corporation,,,12.10%,4.56%,5.65%,,3.63,9.00%,5.02%,4.96%,3.84%,6.55%
AMPH,31.995,1542446504,"Amphastar Pharmaceuticals, Inc.",4,57.73%,20.33%,17.10%,20.57%,6.40%,2.85,10.30%,8.24%,13.38%,7.28%,29.61%
ATEN,20.865,1518043373,"A10 Networks, Inc.",2,0.72%,-0.39%,3.79%,2.14%,9.39%,5.95,12.50%,10.10%,17.92%,17.90%,16.90%
SASR,34.06,1572171748,"Sandy Spring Bancorp, Inc.",4,-13.71%,-12.72%,3.71%,-12.46%,17.83%,,0.60%,1.22%,3.39%,6.50%,29.31%
ATEC,10.835,1552359600,"Alphatec Holdings, Inc.",10,61.44%,27.21%,40.02%,39.01%,20.37%,-0.69,-23.00%,-33.24%,-27.78%,-35.90%,-27.29%
ZUO,9.995,1456951590,"Zuora, Inc.",6,13.41%,6.78%,10.97%,10.53%,7.04%,0.68,-8.90%,-21.00%,-7.19%,-34.52%,-9.40%
NN,11.745,1525115988,NextNav Inc.,,,43.44%,,80.14%,43.50%,0.99,-51.20%,,-47.82%,-27.47%,-1314.99%
