Symbol,Company Name,Market Cap,IPO Date,PT Diff. (%),OpInc Growth 5Y,Rev. Growth 5Y,Rev Gr. Next Y,Rev Gr. Next 5Y,OpInc Growth 3Y,Rev. Growth 3Y,Analyst Count,FCF Growth 3Y,FCF Growth 5Y,Debt Growth (5Y),Debt Growth (3Y),Oper. Margin,EBITDA Margin,ROA,ROIC,ROA (5Y),ROIC (5Y),Current Ratio,Quick Ratio,Debt / EBITDA,Z-Score,Tax / Revenue,R&D / Rev,Debt Growth (YoY),FCF Growth,Rev. Growth,Sector,Industry
CTMX,"CytomX Therapeutics, Inc.",82954434,2015-10-08,444.34%,,15.85%,-33.76%,0.87%,,54.57%,6,,,-16.19%,-17.71%,5.30%,16.50%,8.10%,-47.93%,-23.76%,-255.73%,1.04,1.02,0.51,-5.54,0.97%,69.48%,,,33.66%,Healthcare,Biotechnology
PMTS,CPI Card Group Inc.,374676855,2015-10-09,-3.06%,21.95%,10.84%,7.71%,,-3.29%,7.79%,3,10.42%,77.43%,-1.83%,-2.61%,12.38%,15.28%,4.80%,17.91%,6.16%,22.21%,2.65,1.25,4.00,3.13,1.13%,,2.74%,-26.21%,-2.08%,Financials,Credit Services
AVTX,"Avalo Therapeutics, Inc.",99927380,2015-10-15,266.49%,,,,,,-50.29%,2,,,,,-7665.98%,-1208.17%,-9.10%,-298.26%,-94.50%,-268.24%,1.42,1.37,,-3.99,-1.10%,2210.00%,,,-63.56%,Healthcare,Biotechnology
RACE,Ferrari N.V.,77847297585,2015-10-21,16.87%,14.96%,11.90%,8.39%,8.14%,18.87%,15.76%,9,13.65%,9.21%,7.75%,5.85%,26.49%,36.29%,16.60%,22.46%,12.86%,18.82%,,,1.26,,5.14%,13.25%,20.40%,15.75%,11.18%,Consumer Discretionary,Auto Manufacturers
LMFA,"LM Funding America, Inc.",10123179,2015-10-23,,,37.68%,-3.81%,,,131.31%,1,,,7.58%,189.51%,-79.67%,-14.25%,-33.90%,-28.39%,-30.36%,-33.74%,3.65,,,-2.16,0.46%,,2175.49%,,30.06%,Financials,Credit Services
WVE,Wave Life Sciences Ltd.,2296188600,2015-11-11,41.06%,,25.52%,19.02%,23.35%,,3.30%,10,,,-3.99%,0.74%,-283.63%,-249.63%,-52.90%,-90.07%,-56.76%,304.96%,1.90,,,1.45,,278.14%,-19.30%,,-37.29%,Healthcare,Biotechnology
EQBK,"Equity Bancshares, Inc.",736500032,2015-11-11,-11.71%,-10.97%,3.78%,4.73%,,-35.81%,-3.65%,4,-10.17%,13.71%,-2.10%,50.27%,11.43%,17.64%,0.30%,1.85%,0.26%,1.31%,,,15.33,,0.57%,,14.62%,-12.32%,-17.39%,Financials,Banks - Regional
VYGR,"Voyager Therapeutics, Inc.",315735968,2015-11-11,147.81%,,17.31%,-13.11%,-17.67%,,117.69%,8,,,,,5.54%,12.28%,6.20%,2.65%,-3.38%,-29.34%,8.45,8.26,,2.45,0.55%,71.77%,,,3.40%,Healthcare,Biotechnology
SQ,"Block, Inc.",54884529257,2015-11-19,3.22%,161.68%,40.67%,10.94%,13.01%,42.10%,12.54%,32,19.93%,7.00%,46.12%,6.12%,3.14%,7.07%,3.10%,2.58%,,-1.30%,2.07,1.34,4.19,3.14,0.36%,11.86%,32.59%,-9.89%,14.75%,Technology,Software - Infrastructure
MTCH,"Match Group, Inc.",8160457500,2015-11-19,25.23%,9.57%,37.22%,5.50%,6.70%,1.10%,7.21%,18,0.75%,-2.29%,4.24%,-0.01%,24.68%,28.08%,14.10%,19.48%,7.88%,18.79%,2.49,2.26,3.93,0.62,3.12%,12.35%,0.17%,13.83%,6.12%,Communication Services,Internet Content & Information
AXSM,"Axsome Therapeutics, Inc.",4759976928,2015-11-19,27.19%,,,69.27%,50.09%,,,14,,,57.42%,56.27%,-90.48%,-87.82%,-55.40%,-107.85%,-70.58%,-86.93%,2.44,2.30,,2.89,-0.10%,48.12%,2.93%,,51.47%,Healthcare,Biotechnology
DLTH,Duluth Holdings Inc.,137337992,2015-11-20,17.49%,,1.59%,1.28%,,,-1.60%,1,-70.53%,,-4.50%,-2.62%,-2.44%,2.91%,-3.10%,-4.09%,2.24%,3.31%,1.63,0.14,9.00,2.03,-0.64%,,-12.45%,,-1.48%,Consumer Discretionary,Apparel Retail
GORV,"Lazydays Holdings, Inc.",14190700,2015-11-25,86.92%,,6.57%,6.13%,,,-6.01%,2,,,22.98%,32.74%,-17.14%,-14.97%,-24.40%,-25.56%,2.12%,5.10%,0.92,0.09,,0.43,-1.43%,,3.12%,,-18.39%,Consumer Discretionary,Auto & Truck Dealerships
TEAM,Atlassian Corporation,68913178933,2015-12-10,-7.35%,,28.46%,19.98%,21.84%,,26.75%,19,21.21%,25.80%,1.70%,-0.26%,-2.85%,0.31%,-8.00%,-5.73%,-12.48%,-0.43%,1.18,1.11,87.16,10.42,6.30%,50.46%,-2.29%,42.68%,23.31%,Technology,Software - Application
YRD,Yiren Digital Ltd.,443755699,2015-12-18,,17.84%,-8.04%,,,73.89%,6.82%,,,,-45.71%,-75.93%,35.60%,,16.00%,17.90%,10.66%,12.87%,,,,,7.15%,5.15%,-45.05%,,19.51%,Financials,Credit Services
PTIX,"Protagenic Therapeutics, Inc.",4063302,2016-01-05,,,,,,,,,,,,,,,-228.70%,-732.96%,-159.82%,-152.78%,1.80,,,,,,,,,Healthcare,Biotechnology
BGNE,"BeiGene, Ltd.",22034358474,2016-02-03,14.92%,,50.47%,24.79%,84.05%,,46.15%,7,,,31.03%,16.34%,-3.63%,-2.95%,-15.00%,-19.23%,-29.82%,-39.78%,1.93,1.62,,41.97,0.26%,7.93%,89.98%,,50.46%,Healthcare,Biotechnology
EDIT,"Editas Medicine, Inc.",184907744,2016-02-03,318.75%,,33.87%,-57.67%,29.95%,,36.11%,13,,,16.87%,10.29%,-370.03%,-360.51%,-51.00%,-106.73%,-29.86%,-42.70%,3.75,3.67,,-6.74,,356.54%,11.20%,,150.95%,Healthcare,Biotechnology
PR,Permian Resources Corporation,12564617105,2016-02-24,20.88%,74.84%,39.60%,6.99%,,123.57%,77.61%,16,28.97%,,33.33%,61.35%,34.83%,68.13%,6.60%,9.66%,-0.12%,2.86%,0.68,0.56,1.31,1.87,6.56%,0.60%,85.69%,-30.66%,74.92%,Energy,Oil & Gas Exploration & Production
SNDX,"Syndax Pharmaceuticals, Inc.",1409255627,2016-03-03,122.37%,,60.21%,-18.98%,,,5.80%,11,,,-3.17%,-65.96%,-2007.57%,-1849.01%,-57.70%,-87.46%,-35.90%,-54.18%,6.99,6.91,,9.27,,1445.28%,-54.33%,,,Healthcare,Biotechnology
CRVS,"Corvus Pharmaceuticals, Inc.",605302824,2016-03-23,41.14%,,,,,,,4,,,-36.34%,-55.00%,,,-108.80%,-196.62%,-38.78%,-55.34%,0.93,0.90,,,,,-79.05%,,,Healthcare,Biotechnology
SYRE,"Spyre Therapeutics, Inc.",1629097050,2016-04-07,70.84%,,,47.61%,-17.43%,,,9,,,,,,,-51.00%,-59.02%,-86.92%,-107.84%,7.32,,,,,,,,,Healthcare,Biotechnology
SCWX,SecureWorks Corp.,744898778,2016-04-22,-17.06%,,-8.27%,4.26%,,,-14.54%,2,,,-26.83%,-33.40%,-16.82%,-9.05%,-10.60%,-12.49%,-6.76%,-13.63%,0.63,0.54,,1.19,4.34%,28.57%,-40.90%,,-16.27%,Technology,Software - Infrastructure
RRR,"Red Rock Resorts, Inc.",2973311352,2016-04-27,20.62%,16.56%,0.85%,0.87%,,26.84%,7.39%,12,-43.67%,,2.43%,9.19%,31.39%,31.56%,4.10%,13.22%,2.88%,11.08%,1.02,0.69,5.72,1.36,2.16%,,4.08%,,12.99%,Consumer Discretionary,Resorts & Casinos
PAVM,PAVmed Inc.,10404484,2016-04-28,2064.95%,,,297.83%,150.81%,,172.21%,1,,,50.85%,,-1380.29%,650.67%,41.90%,-185.23%,-183.54%,90.28%,0.06,0.02,1.33,-10.22,,216.14%,-30.01%,,166.27%,Healthcare,Medical Devices
NTLA,"Intellia Therapeutics, Inc.",1590881380,2016-05-06,262.55%,,1.47%,8.69%,115.63%,,17.16%,17,,,38.91%,10.18%,-1247.99%,-1188.55%,-42.40%,-50.53%,-31.66%,-32.56%,6.73,6.31,,1.27,,1063.95%,-14.12%,,-16.77%,Healthcare,Biotechnology
TPB,"Turning Point Brands, Inc.",1086772770,2016-05-11,-3.07%,9.09%,1.66%,2.27%,,-2.66%,-2.86%,3,10.37%,21.00%,-4.49%,-16.07%,21.19%,22.46%,8.50%,12.44%,5.86%,9.12%,4.21,1.01,2.81,4.36,6.63%,,-31.42%,46.28%,-0.82%,Consumer Staples,Tobacco
SITE,"SiteOne Landscape Supply, Inc.",6899888028,2016-05-12,-1.54%,12.20%,14.36%,4.99%,,-11.10%,10.32%,10,9.93%,23.59%,3.17%,14.67%,4.79%,5.71%,4.70%,6.45%,7.90%,11.22%,2.53,1.02,3.76,5.22,0.91%,,5.20%,-10.60%,6.30%,Industrials,Industrial Distribution
OTLK,"Outlook Therapeutics, Inc.",40214520,2016-05-13,1965.37%,,,,,,,7,,,23.56%,40.98%,,,-235.00%,,-173.28%,-208.00%,1.07,,,,,,-5.80%,,,Healthcare,Biotechnology
PLSE,"Pulse Biosciences, Inc.",1253095179,2016-05-18,,,,,,,,,,,16.79%,-11.51%,,,-76.30%,-55.46%,-89.42%,-113.67%,11.93,,,,,,-10.84%,,,Healthcare,Medical Instruments & Supplies
MRUS,Merus N.V.,3069912308,2016-05-19,93.35%,,-0.28%,61.42%,60.74%,,-6.11%,10,,,,38.55%,-642.76%,-693.36%,-36.40%,-32.33%,-29.52%,-49.28%,8.32,7.91,,11.36,20.68%,533.30%,-8.81%,,-21.33%,Healthcare,Biotechnology
SUPV,Grupo Supervielle S.A.,1127658060,2016-05-19,,,,,,,,,,,,,15.13%,20.71%,2.40%,10.54%,0.18%,1.01%,,,1.26,,6.08%,,216.00%,,32.86%,Financials,Banks - Regional
MSBI,"Midland States Bancorp, Inc.",574844290,2016-05-24,-0.37%,-1.91%,0.11%,0.04%,,-4.18%,-0.30%,4,-25.90%,-19.49%,-9.43%,-6.73%,27.53%,31.77%,0.60%,3.82%,0.92%,4.78%,,,7.12,,6.54%,,-18.18%,59.80%,-16.59%,Financials,Banks - Regional
USFD,US Foods Holding Corp.,16319706340,2016-05-26,0.19%,9.50%,8.30%,5.36%,5.47%,50.24%,10.07%,12,51.00%,7.27%,-0.72%,-3.79%,2.88%,4.03%,4.30%,8.53%,1.64%,4.32%,1.19,0.68,3.30,4.40,0.49%,,1.39%,-16.90%,6.10%,Consumer Staples,Food Distribution
GMS,GMS Inc.,3965448088,2016-05-26,-8.36%,20.10%,11.71%,3.36%,,20.38%,16.12%,8,76.64%,11.08%,5.56%,11.69%,7.39%,10.05%,6.90%,9.48%,6.68%,9.80%,2.31,1.39,3.01,3.48,1.67%,,29.70%,-11.77%,3.00%,Industrials,Building Products & Equipment
CLSD,"Clearside Biomedical, Inc.",80394110,2016-06-02,407.62%,,96.79%,147.70%,77.65%,,25.48%,6,,,33.91%,303.98%,-339.44%,-411.66%,-92.90%,-172.20%,-70.80%,-100.80%,4.49,4.36,,-18.49,,268.19%,19.56%,,248.39%,Healthcare,Biotechnology
MBRX,"Moleculin Biotech, Inc.",8075111,2016-06-02,1019.13%,,,,,,,3,,,5.11%,73.25%,,,-102.20%,-367.47%,-47.46%,-83.95%,2.08,,,,,,-21.37%,,,Healthcare,Biotechnology
SRTS,"Sensus Healthcare, Inc.",140954000,2016-06-03,46.89%,,9.01%,24.87%,,,29.30%,2,20.44%,,-15.58%,23.57%,28.91%,32.14%,16.30%,15.77%,6.30%,-0.28%,10.52,7.59,0.05,17.44,8.62%,8.07%,-21.66%,,65.61%,Healthcare,Medical Devices
ATKR,Atkore Inc.,3251912510,2016-06-10,24.06%,22.81%,10.81%,4.89%,,-7.87%,3.03%,5,-7.63%,18.03%,2.39%,5.92%,19.51%,24.17%,15.80%,20.20%,23.98%,29.38%,2.98,1.65,1.23,3.95,3.57%,,7.55%,-31.95%,-9.00%,Industrials,Electrical Equipment & Parts
COE,51Talk Online Education Group,80953740,2016-06-10,,,-28.36%,,,,2.77%,,,,-36.71%,-56.02%,-40.67%,,-46.30%,,-23.44%,,0.68,,,,0.65%,9.88%,117.37%,,66.41%,Consumer Staples,Education & Training Services
RNAC,"Cartesian Therapeutics, Inc.",461280435,2016-06-22,116.68%,,120.20%,-81.61%,10.66%,,-10.60%,7,,,-7.52%,-25.42%,-111.60%,-543.72%,-69.50%,-347.32%,-52.32%,-98.76%,10.71,10.51,,-2.75,-39.63%,117.30%,39.79%,,38.82%,Healthcare,Biotechnology
TWLO,Twilio Inc.,15973409760,2016-06-23,-17.86%,,33.91%,7.78%,8.59%,,19.43%,23,,,12.48%,-4.25%,-9.89%,-4.91%,-4.30%,-4.59%,-7.92%,-7.74%,5.06,4.64,,4.94,0.64%,22.86%,-5.28%,886.26%,5.77%,Technology,Software - Infrastructure
HONE,"HarborOne Bancorp, Inc.",569146672,2016-06-30,0.93%,2.03%,0.21%,9.50%,,-40.33%,-13.71%,1,,,12.08%,81.74%,11.52%,14.38%,0.20%,1.02%,0.80%,4.05%,,,23.63,,4.33%,,5.79%,,-8.01%,Financials,Banks - Regional
SYRS,"Syros Pharmaceuticals, Inc.",7177694,2016-06-30,1004.97%,,-30.42%,1011.11%,122.94%,,-73.77%,5,,,23.13%,-2.74%,-28927.20%,-23611.40%,-79.10%,-227.40%,-57.50%,-85.48%,2.25,,,-15.50,,22963.21%,-3.58%,,-95.61%,Healthcare,Biotechnology
SMPL,The Simply Good Foods Company,4000862240,2016-07-15,-0.30%,23.23%,20.51%,6.04%,4.18%,5.94%,9.80%,9,18.50%,23.87%,15.79%,-4.16%,15.51%,18.03%,6.30%,7.28%,4.64%,6.54%,4.05,2.61,1.66,4.66,3.51%,,41.06%,31.61%,7.13%,Consumer Staples,Packaged Foods
PI,"Impinj, Inc.",5353617550,2016-07-21,15.33%,,18.68%,19.91%,21.60%,,25.61%,9,,159.96%,44.33%,42.68%,-5.30%,13.79%,6.70%,-4.21%,-15.74%,-13.78%,0.99,0.71,6.16,9.25,0.10%,27.25%,-0.57%,,10.11%,Technology,Communication Equipment
TPIC,"TPI Composites, Inc.",95125400,2016-07-22,120.10%,,-0.27%,23.03%,,,0.13%,5,,,22.11%,19.39%,-10.42%,-4.68%,-23.80%,-32.06%,-10.72%,-17.03%,0.95,0.58,,-0.04,0.96%,,123.52%,,-17.02%,Industrials,Specialty Industrial Machinery
KNSL,"Kinsale Capital Group, Inc.",12048978320,2016-07-28,-9.44%,53.97%,40.38%,16.62%,,44.25%,36.86%,8,37.82%,48.81%,75.01%,62.79%,33.81%,34.02%,9.70%,25.77%,7.42%,18.43%,,,0.35,,6.35%,,0.15%,29.50%,36.12%,Financials,Insurance - Property & Casualty
TCMD,"Tactile Systems Technology, Inc.",456184871,2016-07-28,,26.85%,9.77%,9.86%,,154.40%,11.51%,1,360.92%,88.92%,24.79%,-16.68%,7.57%,10.16%,5.50%,5.89%,1.02%,1.63%,4.37,3.76,1.61,5.32,2.39%,3.01%,-31.71%,100.31%,5.31%,Healthcare,Medical Devices
FHB,"First Hawaiian, Inc.",3534769040,2016-08-04,-7.90%,-4.87%,1.78%,-0.59%,,-6.87%,2.84%,7,-16.22%,1.47%,-16.06%,7.72%,35.86%,40.67%,0.90%,7.77%,1.06%,8.86%,,,0.76,,8.06%,,-50.00%,-30.68%,-1.55%,Financials,Banks - Regional
ATOM,Atomera Incorporated,176121972,2016-08-05,13.27%,,3.97%,2800.00%,,,18.29%,1,,,65.37%,-31.19%,-2909.52%,-2540.03%,-82.50%,-105.79%,-63.86%,-69.19%,5.26,5.12,,7.71,,1691.54%,-41.81%,,13140.00%,Technology,Semiconductor Equipment & Materials
MEDP,"Medpace Holdings, Inc.",10716935680,2016-08-11,14.20%,27.40%,20.26%,5.86%,15.94%,27.18%,23.72%,10,25.50%,25.98%,22.75%,0.02%,19.74%,22.45%,19.60%,34.21%,14.04%,25.59%,0.99,0.93,0.28,7.03,3.24%,,-10.32%,41.80%,16.24%,Healthcare,Diagnostics & Research
PTGX,"Protagonist Therapeutics, Inc.",2636615520,2016-08-11,22.31%,,,-68.49%,43.54%,,136.78%,7,,,7.76%,20.27%,46.05%,54.44%,31.00%,27.12%,-37.02%,-46.88%,10.70,,0.06,23.24,0.69%,40.80%,504.55%,,,Healthcare,Biotechnology
AIRG,"Airgain, Inc.",99719034,2016-08-12,32.47%,,-1.28%,15.47%,,,-4.07%,2,,,,-31.04%,-22.37%,-15.75%,-28.60%,-39.06%,-12.00%,-17.05%,1.92,1.58,,2.71,-0.18%,22.05%,-42.42%,,-15.60%,Technology,Communication Equipment
FBK,FB Financial Corporation,2627542851,2016-09-16,-16.16%,4.77%,5.07%,10.52%,,-17.87%,-11.60%,6,,28.82%,-6.86%,2.94%,30.36%,33.99%,0.80%,5.96%,1.12%,7.26%,,,1.63,,5.71%,,-17.86%,12.04%,-10.49%,Financials,Banks - Regional
NTB,The Bank of N.T. Butterfield & Son Limited,1769785030,2016-09-16,4.59%,2.83%,1.53%,-3.28%,,8.69%,4.74%,6,16.35%,-2.06%,6.62%,4.80%,37.08%,44.64%,1.50%,16.66%,1.36%,16.80%,,,0.77,,0.39%,,100.85%,41.16%,-1.56%,Financials,Banks - Diversified
TTD,"The Trade Desk, Inc.",63448935386,2016-09-21,-3.56%,28.24%,30.70%,20.79%,20.67%,13.61%,27.25%,29,17.88%,38.91%,9.81%,-0.04%,16.29%,22.14%,6.10%,8.90%,5.86%,9.40%,1.85,1.81,0.57,14.41,5.98%,18.94%,18.18%,-13.82%,26.14%,Technology,Software - Application
ELF,"e.l.f. Beauty, Inc.",7295991120,2016-09-22,29.76%,66.24%,34.95%,16.38%,,76.89%,48.73%,14,5.32%,-7.97%,14.41%,30.78%,10.47%,14.75%,9.20%,11.55%,6.96%,8.70%,1.78,0.78,1.63,9.91,0.72%,,278.05%,-78.88%,59.01%,Consumer Staples,Household & Personal Products
VVV,Valvoline Inc.,5110529090,2016-09-23,16.47%,-2.56%,-7.49%,12.35%,,10.66%,16.00%,8,-48.66%,-28.45%,0.47%,-11.30%,19.42%,28.31%,8.20%,15.20%,17.48%,12.09%,0.72,0.44,3.00,2.52,4.27%,,-25.08%,,12.16%,Consumer Discretionary,Auto & Truck Dealerships
ACIU,AC Immune SA,334926144,2016-09-23,252.94%,,-18.03%,938.44%,49.47%,,251.43%,2,,-5.23%,4.08%,6.27%,-87.80%,-88.38%,-19.20%,-27.99%,-21.52%,-23.90%,1.86,1.82,,-0.39,0.00%,144.60%,28.83%,,4097200.00%,Healthcare,Biotechnology
SISI,"Shineco, Inc.",4023460,2016-09-28,,,-19.56%,,,,57.51%,,,,57.88%,11.82%,-157.05%,-229.28%,-31.20%,-26.96%,-27.18%,-22.67%,0.81,0.47,,-1.80,-7.75%,1.00%,-9.56%,,370.34%,Consumer Staples,Farm Products
FLGT,"Fulgent Genetics, Inc.",552703476,2016-09-29,55.74%,,56.26%,14.04%,,,-35.52%,2,,,-31.71%,-73.05%,-75.21%,-54.74%,-13.40%,-18.34%,23.46%,14.55%,4.41,3.65,,4.01,-6.17%,17.52%,-85.74%,,-3.02%,Healthcare,Diagnostics & Research
NTNX,"Nutanix, Inc.",17686267494,2016-09-30,20.80%,,11.69%,17.21%,19.76%,,15.51%,15,,,8.33%,-16.71%,0.35%,0.16%,-4.90%,-17.37%,-28.60%,-146.38%,1.19,0.98,204.78,1.51,1.09%,29.74%,-48.01%,188.74%,15.35%,Technology,Software - Infrastructure
CWH,"Camping World Holdings, Inc.",2422567446,2016-10-07,11.73%,36.67%,4.11%,7.31%,,-42.33%,-3.44%,7,-11.57%,-6.46%,4.84%,11.90%,2.53%,5.57%,-0.50%,,2.56%,9.11%,1.23,0.09,10.67,1.91,-0.36%,,1.72%,231.04%,-6.14%,Consumer Discretionary,Auto & Truck Dealerships
MRAM,"Everspin Technologies, Inc.",135348136,2016-10-07,46.58%,,6.06%,7.15%,,,4.72%,2,7.57%,,-14.20%,-9.74%,-7.33%,5.76%,2.30%,-5.88%,-4.92%,-7.51%,6.74,5.37,1.60,5.15,0.13%,25.01%,-15.46%,-73.27%,-14.16%,Technology,Semiconductors
ENTO,"Entero Therapeutics, Inc.",2160707,2016-10-11,,,,,,,,,,,-39.36%,,,,-15.10%,-218.45%,-337.68%,237.90%,5.34,,,,,,-30.97%,,,Healthcare,Biotechnology
TUSK,"Mammoth Energy Services, Inc.",167483352,2016-10-14,,,-25.83%,2.48%,,,-9.95%,,,,-15.85%,-17.23%,-67.30%,-81.26%,-35.60%,-39.11%,-6.86%,-11.83%,2.25,2.10,,-0.80,-4.96%,,-32.53%,15.09%,-47.86%,Industrials,Conglomerates
CRSP,CRISPR Therapeutics AG,4367538595,2016-10-19,44.01%,,-0.94%,526.27%,42.09%,,-39.20%,19,,,40.45%,3.48%,-163.88%,-107.06%,-10.30%,-15.34%,-7.16%,-8.79%,21.64,,,8.19,1.54%,228.71%,-5.81%,,19.31%,Healthcare,Biotechnology
IRTC,"iRhythm Technologies, Inc.",2698513560,2016-10-20,23.94%,,23.21%,16.27%,15.39%,,20.53%,9,,,41.41%,82.20%,-26.89%,-20.34%,-19.00%,-18.66%,-22.16%,-24.56%,6.27,5.99,,1.57,0.12%,12.11%,458.21%,,18.45%,Healthcare,Medical Devices
ZTO,ZTO Express (Cayman) Inc.,15163308883,2016-10-27,42.26%,17.22%,14.98%,11.67%,6.71%,30.23%,12.55%,4,,97.08%,95.10%,48.17%,25.94%,33.69%,9.50%,10.97%,9.80%,9.69%,0.96,0.85,1.27,3.44,5.67%,,4.59%,1.90%,11.44%,Industrials,Integrated Freight & Logistics
GOLF,Acushnet Holdings Corp.,4486950006,2016-10-28,-3.25%,9.97%,7.92%,3.74%,,-1.58%,4.13%,5,-11.04%,20.11%,11.90%,31.76%,11.67%,14.15%,8.30%,14.15%,7.70%,12.41%,2.11,0.90,2.13,3.87,1.98%,2.85%,23.14%,12.68%,0.35%,Consumer Discretionary,Leisure
BL,"BlackLine, Inc.",3874725855,2016-10-28,3.37%,,18.73%,9.02%,11.46%,,16.35%,12,48.61%,58.30%,18.34%,-6.06%,3.93%,31.45%,6.50%,1.82%,-2.88%,-2.28%,2.69,2.60,4.56,2.81,1.44%,15.47%,-34.92%,93.94%,11.39%,Technology,Software - Application
AA,Alcoa Corporation,11868828700,2016-11-01,-3.94%,-48.92%,-0.60%,3.47%,,-79.04%,-0.60%,11,,,10.18%,19.36%,0.12%,7.02%,-2.00%,,-2.22%,-12.46%,1.41,0.67,3.80,1.52,2.54%,0.49%,62.04%,,3.63%,Materials,Aluminum
GDS,GDS Holdings Limited,3702450756,2016-11-02,-6.20%,,23.81%,17.32%,13.20%,,14.76%,3,,,26.69%,17.10%,-18.66%,13.82%,-5.10%,-3.00%,-2.64%,0.23%,1.19,1.10,32.92,0.19,-1.01%,0.38%,6.16%,,11.95%,Technology,Information Technology Services
SND,"Smart Sand, Inc.",100001969,2016-11-04,10.04%,,3.48%,4.51%,,,34.11%,2,-59.26%,-37.67%,-9.18%,-13.08%,-3.02%,6.91%,-1.60%,-3.03%,1.26%,-3.47%,1.71,0.90,1.90,1.80,-1.96%,,-4.32%,-91.68%,-8.41%,Energy,Oil & Gas Equipment & Services
IIPR,"Innovative Industrial Properties, Inc.",3099215602,2016-12-01,9.79%,60.84%,57.80%,5.30%,,13.20%,19.39%,4,,,17.98%,-10.78%,55.88%,80.47%,6.80%,7.71%,5.54%,5.96%,,,1.23,,,,-2.09%,322.72%,3.36%,Real Estate,REIT - Industrial
POLA,"Polar Power, Inc.",7551488,2016-12-07,,,-14.23%,,,,0.31%,,,,14.53%,59.98%,-29.76%,-25.95%,-20.70%,-23.87%,-23.28%,-33.89%,2.19,0.42,,-0.69,,5.52%,-18.73%,,-17.17%,Industrials,Electrical Equipment & Parts
SNES,"SenesTech, Inc.",2336024,2016-12-08,1455.56%,,50.20%,101.31%,,,46.23%,1,,,-4.07%,-24.40%,-407.51%,-393.52%,-125.40%,-171.85%,-134.44%,-162.30%,6.33,4.35,,-44.33,,82.92%,-5.38%,,38.16%,Materials,Specialty Chemicals
ICHR,"Ichor Holdings, Ltd.",1122644224,2016-12-09,29.73%,,7.42%,15.26%,,,-8.08%,8,5.18%,6.06%,-2.93%,-1.31%,-1.75%,1.98%,-3.00%,-1.66%,3.60%,6.61%,3.64,1.63,10.29,3.87,0.17%,2.77%,-47.67%,35.81%,-9.91%,Technology,Semiconductor Equipment & Materials
NISN,"Nisun International Enterprise Development Group Co., Ltd",34430832,2016-12-27,,,,,,,165.93%,,,,,58.37%,361.74%,5.31%,5.60%,581.89%,3.74%,8.47%,4.22,2.08,0.21,3.55,1.25%,0.26%,-60.42%,,86.06%,Industrials,Specialty Business Services
VVPR,VivoPower International PLC,5150087,2016-12-29,,,,,,,-28.62%,,,,,14.17%,-79.16%,-96.96%,-32.70%,-33.17%,-20.32%,-20.07%,0.37,0.27,,-3.12,5.91%,,31.94%,,-38.18%,Technology,Solar
IPA,ImmunoPrecise Antibodies Ltd.,11152265,2017-01-03,1478.95%,,,35.64%,22.65%,,8.75%,2,,,,69.79%,-122.46%,-98.87%,-40.40%,-60.70%,-25.60%,-31.29%,0.99,0.42,,-3.31,-8.40%,18.99%,64.03%,,11.21%,Healthcare,Biotechnology
ANAB,"AnaptysBio, Inc.",759500352,2017-01-26,118.91%,,62.80%,-39.01%,39.61%,,-22.36%,11,,,39.91%,-7.64%,-257.84%,-285.55%,-37.20%,-146.16%,-18.30%,-48.73%,10.23,10.08,,-0.99,0.01%,270.72%,-9.54%,,282.17%,Healthcare,Biotechnology
REVG,"REV Group, Inc.",1616113380,2017-01-27,-5.96%,106.49%,0.53%,3.17%,,8.37%,0.94%,3,-69.52%,-41.61%,-9.86%,-2.37%,3.64%,15.20%,17.90%,10.65%,0.96%,4.52%,1.85,0.51,0.66,4.22,3.12%,-0.14%,14.69%,-95.50%,-3.61%,Industrials,Farm & Heavy Construction Machinery
JELD,"JELD-WEN Holding, Inc.",925739518,2017-01-27,32.30%,,-1.99%,-1.97%,,,-5.59%,10,-52.83%,-35.00%,-4.44%,-11.32%,-1.74%,2.22%,-5.30%,-3.34%,2.36%,4.20%,2.03,1.01,15.25,1.91,1.16%,,-0.97%,-92.28%,-12.58%,Industrials,Building Products & Equipment
INVH,Invitation Homes Inc.,21196133000,2017-02-01,12.00%,12.64%,8.07%,4.90%,,15.11%,10.02%,19,,-3.80%,0.80%,4.86%,34.16%,58.31%,2.30%,4.66%,1.64%,3.64%,,,5.98,,,,5.40%,105.85%,8.22%,Real Estate,REIT - Residential
LAUR,"Laureate Education, Inc.",2863015000,2017-02-01,-2.63%,,21.45%,3.53%,9.54%,108.00%,13.03%,2,55.23%,3.59%,-25.45%,-6.98%,23.17%,30.89%,11.80%,17.82%,3.24%,1.38%,0.63,0.56,1.04,3.16,7.00%,,-4.80%,30.96%,9.25%,Consumer Staples,Education & Training Services
KRP,"Kimbell Royalty Partners, LP",1760286224,2017-02-03,18.94%,,24.75%,3.20%,,,49.05%,4,46.11%,27.50%,21.79%,9.11%,29.92%,62.24%,3.00%,11.29%,-2.80%,-11.38%,5.20,5.20,1.19,,1.73%,,-18.76%,,29.69%,Energy,Oil & Gas Exploration & Production
METC,"Ramaco Resources, Inc.",645512036,2017-02-03,54.28%,9.93%,25.00%,25.55%,,76.26%,41.38%,3,30.41%,,39.94%,22.68%,6.81%,16.78%,5.70%,8.24%,11.72%,11.76%,1.35,0.79,0.77,2.97,1.48%,,-23.37%,16.02%,11.52%,Materials,Coking Coal
